analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/KeepWordFilter.java	org.apache.lucene.analysis.miscellaneous	KeepWordFilter	org.apache.lucene.analysis.miscellaneous.KeepWordFilter	53
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/th/ThaiTokenizerFactory.java	org.apache.lucene.analysis.th	ThaiTokenizerFactory	org.apache.lucene.analysis.th.ThaiTokenizerFactory	59
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/th/ThaiTokenizer.java	org.apache.lucene.analysis.th	ThaiTokenizer	org.apache.lucene.analysis.th.ThaiTokenizer	111
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/th/ThaiAnalyzer.java	org.apache.lucene.analysis.th	ThaiAnalyzer	org.apache.lucene.analysis.th.ThaiAnalyzer	116
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/morph/ViterbiNBest.java	org.apache.lucene.analysis.morph	ViterbiNBest	org.apache.lucene.analysis.morph.ViterbiNBest	629
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/morph/ConnectionCosts.java	org.apache.lucene.analysis.morph	ConnectionCosts	org.apache.lucene.analysis.morph.ConnectionCosts	66
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/morph/CharacterDefinitionWriter.java	org.apache.lucene.analysis.morph	CharacterDefinitionWriter	org.apache.lucene.analysis.morph.CharacterDefinitionWriter	97
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/morph/TokenInfoFST.java	org.apache.lucene.analysis.morph	TokenInfoFST	org.apache.lucene.analysis.morph.TokenInfoFST	91
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/morph/BinaryDictionary.java	org.apache.lucene.analysis.morph	BinaryDictionary	org.apache.lucene.analysis.morph.BinaryDictionary	100
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/morph/Dictionary.java	org.apache.lucene.analysis.morph	Dictionary	org.apache.lucene.analysis.morph.Dictionary	49
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/morph/Viterbi.java	org.apache.lucene.analysis.morph	Viterbi	org.apache.lucene.analysis.morph.Viterbi	815
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/morph/DictionaryEntryWriter.java	org.apache.lucene.analysis.morph	DictionaryEntryWriter	org.apache.lucene.analysis.morph.DictionaryEntryWriter	79
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/morph/GraphvizFormatter.java	org.apache.lucene.analysis.morph	GraphvizFormatter	org.apache.lucene.analysis.morph.GraphvizFormatter	196
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/morph/BinaryDictionaryWriter.java	org.apache.lucene.analysis.morph	BinaryDictionaryWriter	org.apache.lucene.analysis.morph.BinaryDictionaryWriter	148
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/morph/CharacterDefinition.java	org.apache.lucene.analysis.morph	CharacterDefinition	org.apache.lucene.analysis.morph.CharacterDefinition	73
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/morph/Token.java	org.apache.lucene.analysis.morph	Token	org.apache.lucene.analysis.morph.Token	108
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/morph/MorphData.java	org.apache.lucene.analysis.morph	MorphData	org.apache.lucene.analysis.morph.MorphData	41
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/morph/TokenType.java	org.apache.lucene.analysis.morph	TokenType	org.apache.lucene.analysis.morph.TokenType	28
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/morph/ConnectionCostsWriter.java	org.apache.lucene.analysis.morph	ConnectionCostsWriter	org.apache.lucene.analysis.morph.ConnectionCostsWriter	75
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/ga/IrishLowerCaseFilter.java	org.apache.lucene.analysis.ga	IrishLowerCaseFilter	org.apache.lucene.analysis.ga.IrishLowerCaseFilter	81
